DrugName,binding_energy,TPSA,molecular_weight,XLogPs-AA,HBD,HBA,n_ROTB,n_benzene_ring,n_single_bond,n_double_bond,n_h,n_c,n_n,n_o,n_f
Cc1cc(nc2c1c([nH]n2)NC(=O)Cc3cccc(c3)Cl)C(F)(F)F,7.086303022564132,70.67,368.746,4.119720000000002,2,3,3,3,10,1,12,16,4,1,3
Cc1cc(nc2c1c(nn2C(=O)C3CCOc4c3cc(cc4)Cl)N)C(F)(F)F,7.238177481385393,83.03,410.783,4.200620000000002,1,6,1,3,14,1,14,18,4,2,3
Cc1cc(nc2c1c(nn2C(=O)Cc3cccc(c3)Cl)N)C(F)(F)F,7.00436480540245,73.8,368.746,3.8770200000000017,1,5,2,3,10,1,12,16,4,1,3
Cc1cc(ncc1NC(=O)Cc2cccc(c2)Cl)N,7.00436480540245,68.01,275.73900000000003,2.80682,2,3,3,2,7,1,14,14,3,1,0
Cc1cc(no1)NC(=O)Nc2cn(c(=O)c3c2cccc3)CC(C)C,7.00436480540245,89.16,340.3830000000001,3.597920000000002,2,5,4,3,9,2,20,18,4,3,0
Cc1cc(no1)c2c(c(nn2c3ccccc3)C)C(=O)OC,7.00436480540245,70.15,297.3140000000001,2.930740000000001,0,6,3,3,7,1,15,16,3,3,0
Cc1cc2c(c(c1)O)C(=O)C3CC2(C4=C3C(=O)c5cccc(c5C4=O)O)O,7.235408492007872,111.9,362.33700000000005,2.1858200000000005,3,6,0,2,15,4,14,21,0,6,0
Cc1cc2c(c(c1c3c(cc(c4c3C(=O)C=CC4=O)O)C)O)C(=O)C=CC2=O,8.075011476754895,108.74000000000001,374.34800000000007,3.252040000000002,2,6,1,2,13,6,14,22,0,6,0
Cc1cc2c(cc1C)OCC2C(=O)N3CCCCC3c4c[nH]nc4,7.00436480540245,58.22,325.4119999999999,3.2563400000000016,1,3,2,2,15,1,23,19,3,2,0
Cc1cc2c(nc(=O)n(c2s1)CC(=O)Nc3cccc(c3)Cl)N,7.00436480540245,90.01,348.81500000000005,2.64072,2,6,3,3,7,2,13,15,4,2,0
Cc1ccc(c(c1)Br)NC(=O)Nc2cn(c(=O)c3c2cccc3)CC(C)C,7.00436480540245,63.13,428.3300000000002,5.3724200000000035,2,3,4,3,10,2,22,21,3,2,0
Cc1ccc(c(c1)C)NC2=C(C(=O)N(C2=O)Cc3cccnc3)c4ccccc4,7.262853018855186,62.300000000000004,383.451,4.090640000000002,1,4,5,3,11,3,21,24,3,2,0
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCl)C,8.789582777567665,57.690000000000005,330.83700000000005,1.3751399999999998,0,3,3,1,13,3,19,14,2,3,0
Cc1ccc(c(c1F)F)c2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,7.250414538791113,41.99,386.8290000000001,5.478240000000003,1,2,4,3,10,1,17,21,2,1,2
Cc1ccc(cc1)C(Cc2ccccc2)C(=O)Nc3c4ccccn4nn3,7.00436480540245,59.290000000000006,356.4290000000001,4.002720000000002,1,4,5,4,7,1,20,22,4,1,0
Cc1ccc(cc1)CN2CCC(C2)CNC(=O)Nc3cn(c(=O)c4c3cccc4)CC(C)C,7.034634546263158,66.37,446.5950000000002,4.609520000000003,2,4,7,3,17,2,34,27,4,2,0
Cc1ccc(cc1)N(Cc2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,8.481184925708272,51.02,390.87400000000014,4.626520000000004,0,4,5,4,8,1,19,22,4,1,0
Cc1ccc(cc1)N(Cc2cscn2)C(=O)Cc3cncc4c3cccc4,7.865229628740243,46.09,373.4810000000001,4.7756200000000035,0,4,5,4,7,1,19,22,3,1,0
Cc1ccc(cc1)Nc2ccccc2C(=O)N3CCC(CC3)C4CCNC4,7.00436480540245,44.370000000000005,363.50500000000017,4.200320000000003,2,3,4,2,17,1,29,23,3,1,0
Cc1ccc(cc1)OCCN2c3c(cccc3Cl)C(=O)C2=O,8.668309157574413,46.61,315.7560000000001,3.2567200000000014,0,3,4,2,10,2,14,17,1,3,0
Cc1ccc(cc1)S(=O)(=O)NC2CCN(CC2)C(=O)CCl,7.733334289992036,66.48,330.837,1.5031199999999998,1,3,4,1,13,3,19,14,2,3,0
Cc1ccc(cc1C)NC2=C(C(=O)N(C2=O)Cc3cccnc3)c4ccccc4,7.361350908499002,62.300000000000004,383.451,4.090640000000003,1,4,5,3,11,3,21,24,3,2,0
Cc1ccc(cc1C)n2c3c(cn2)c(=O)n(cn3)CC(=O)N,7.00436480540245,95.8,297.31800000000004,0.6843399999999996,1,6,3,3,6,2,15,15,5,2,0
Cc1ccc(cc1Cl)CC(=O)Nc2cncc3c2cccc3,9.012749730873558,41.99,310.78400000000005,4.3778200000000025,1,2,3,3,6,1,15,18,2,1,0
Cc1ccc(cc1Cl)NC2=C(C(=O)N(C2=O)Cc3cccnc3)c4ccccc4,7.491558694196877,62.300000000000004,403.8690000000001,4.435620000000003,1,4,5,3,11,3,18,23,3,2,0
Cc1cccc(c1)C2CN(Cc3c2cccc3)C(=O)CCl,9.376967288157136,20.310000000000002,299.80100000000004,3.7079200000000023,0,1,2,2,10,1,18,18,1,1,0
Cc1cccc(c1)CC2CCN(CC2)C(=O)CCl,8.34738754240837,20.310000000000002,265.78399999999993,3.014920000000002,0,1,3,1,12,1,20,15,1,1,0
Cc1cccc(c1)COC(=O)c2cccc3c2NC(=O)C3=O,7.7622651015241075,72.47,295.29400000000004,2.48682,1,4,3,2,9,3,13,17,1,4,0
Cc1cccc(c1)NC(=O)CN2c3ccccc3C(=O)C2=O,7.373010164582444,66.48,294.31000000000006,2.1630200000000004,1,3,3,2,9,3,14,17,2,3,0
Cc1cccc(n1)NC(=O)[C@@H](c2ccccc2)N3Cc4ccccc4C3=O,7.00436480540245,62.300000000000004,357.4130000000001,3.7258200000000024,1,3,4,3,10,2,19,22,3,2,0
Cc1cccc2c1c(cc(=O)[nH]2)C(=O)NCCOc3ccccc3OC,8.584775592114276,80.42,352.3900000000001,2.6539200000000003,2,4,6,3,9,2,20,20,2,4,0
Cc1ccccc1NC(=O)CC2C(=O)N(C(=O)S2)c3ccccc3,9.181698954034347,66.48,340.404,3.592220000000002,1,4,4,2,11,3,16,18,2,3,0
Cc1cccnc1NC(=O)Nc2cn(c(=O)c3c2cccc3)CC(C)C,7.00436480540245,76.02000000000001,350.42200000000014,4.004920000000003,2,4,4,3,9,2,22,20,4,2,0
Cc1ccn2c(c1)nc(c2c3ccc4c(c3)cn[nH]4)c5ccc(cc5)F,7.00436480540245,45.980000000000004,342.37700000000007,4.992120000000003,1,3,2,5,4,0,15,21,4,0,1
Cc1ccn2cnnc2c1NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,68.52,342.78600000000006,3.195920000000001,1,5,2,3,10,1,15,17,4,2,0
Cc1ccn2cnnc2c1NC(=O)Cc3cccc(c3)Cl,7.078947840500814,59.29,300.749,2.872320000000001,1,4,3,3,6,1,13,15,4,1,0
Cc1ccnc2c1nc([nH]2)CC3CCN(CC3)C(=O)CCl,7.526985798715483,61.88,306.797,2.28622,1,3,3,2,12,1,19,15,4,1,0
Cc1ccncc1C(C(=O)NCCc2cccc(c2)F)N(Cc3cccc(c3)Cl)C(=O)C=C,7.00436480540245,62.300000000000004,465.9560000000002,4.7973200000000045,1,3,9,3,14,3,25,26,3,2,1
Cc1ccncc1CC(=O)Nc2cccc(c2)Cl,7.579019571813597,41.99,260.72400000000005,3.2246200000000016,1,2,3,2,6,1,13,14,2,1,0
Cc1ccncc1CC(=O)Nc2cccc3c2CNCC3,7.00436480540245,54.02,281.3590000000001,2.21692,2,3,3,2,10,1,19,17,3,1,0
Cc1ccncc1N2CCC(C2=O)c3cccc(c3)Cl,7.889605536803153,33.2,286.762,3.563920000000002,0,2,2,2,9,1,15,16,2,1,0
Cc1ccncc1N2CCC(S2(=O)=O)c3cccc(c3)Cl,7.165930654794915,50.27,322.817,3.324620000000002,0,3,2,2,9,2,15,15,2,2,0
Cc1ccncc1N2CCN(C2=O)c3cccc(c3)Cl,7.00436480540245,36.440000000000005,287.75,3.490020000000002,0,2,2,2,9,1,14,15,3,1,0
Cc1ccncc1NC(=O)C(C)(C)c2cccc(c2)Cl,7.610429786938469,41.99,288.778,3.9597200000000026,1,2,3,2,8,1,17,16,2,1,0
Cc1ccncc1NC(=O)C(C)c2cc(cc(c2)Cl)OC3CC(=O)N3,7.055061902891723,80.32,359.8130000000001,3.0104200000000008,2,4,5,2,13,2,18,18,3,3,0
Cc1ccncc1NC(=O)C(C)c2cccc(c2)C#N,7.34378750227385,65.78,265.316,3.0039000000000016,1,3,3,2,7,1,15,16,3,1,0
Cc1ccncc1NC(=O)C(C)c2cccc(c2)Cl,7.887137275988868,41.99,274.751,3.7856200000000024,1,2,3,2,7,1,15,15,2,1,0
Cc1ccncc1NC(=O)C(CO)c2cccc(c2)Cl,7.324966737223271,62.22,290.75,2.758020000000001,2,3,4,2,8,1,15,15,2,2,0
Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)C(=O)OC,7.767222439458898,68.29,318.7600000000001,2.938720000000001,1,4,4,2,9,2,15,16,2,3,0
Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)C(=O)c3cc(=O)[nH]c4c3cccc4,7.64068802222211,91.91999999999999,431.8790000000002,4.490120000000003,2,4,5,4,8,3,18,24,3,3,0
Cc1ccncc1NC(=O)CCc2cccc(c2)Cl,7.00436480540245,41.99,274.751,3.614720000000002,1,2,4,2,7,1,15,15,2,1,0
Cc1ccncc1NC(=O)CCc2cccc(c2)F,7.00436480540245,41.99,258.296,3.1004200000000015,1,2,4,2,7,1,15,15,2,1,1
Cc1ccncc1NC(=O)CCc2ccn[nH]2,7.00436480540245,70.67,230.271,1.6844199999999998,2,3,4,2,6,1,14,12,4,1,0
Cc1ccncc1NC(=O)CN2CCCCC2,7.00436480540245,45.230000000000004,233.3149999999999,1.81442,1,3,3,1,11,1,19,13,3,1,0
Cc1ccncc1NC(=O)CN2CCN(CC2)C(=O)C,7.00436480540245,65.54,276.34,0.4926199999999994,1,4,3,1,13,2,20,14,4,2,0
Cc1ccncc1NC(=O)CN2c3cc(ccc3OCC2=O)Cl,7.40974585142893,71.53,331.759,2.40752,1,4,3,2,11,2,14,16,3,3,0
Cc1ccncc1NC(=O)C[C@H](c2ccccc2)N3CCC(CC3)O,7.170872903740302,65.46000000000001,339.4390000000002,2.9166200000000013,2,4,5,2,14,1,25,20,3,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)/C=C(/c3ccccc3)\C(F)(F)F,7.814671726646795,41.99,430.8570000000001,6.327520000000004,1,2,5,3,12,2,18,23,2,1,3
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)C(=O)NC,7.357605532049587,71.09,317.77600000000007,2.58422,2,3,4,2,9,2,16,16,3,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)C3COC3,7.244862263817556,51.22,316.7880000000001,3.338420000000002,1,3,4,2,11,1,17,17,2,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)CNC(=O)C,7.255542911798444,71.09,331.8030000000001,2.8607200000000006,2,3,5,2,10,2,18,17,3,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)CNS(=O)(=O)C,7.491990341335441,88.16,367.8580000000001,2.2738199999999997,2,4,6,2,10,3,18,16,3,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NC3(CCC(CC3)(F)F)C,7.342138011064155,54.02,407.8920000000002,5.6045200000000035,2,3,5,2,17,1,24,21,3,1,2
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NC3CC3C(F)(F)F,7.704991313739416,54.02,383.80100000000004,4.587320000000003,2,3,5,2,15,1,17,18,3,1,3
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NC3CCC(C3O)(F)F,7.589977018908519,74.25,395.8370000000001,3.795120000000002,3,4,5,2,16,1,20,19,3,2,2
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NC3CCCC3O,7.410542721903445,74.25,359.85700000000014,3.5499200000000015,3,4,5,2,14,1,22,19,3,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NCC(C)(C)C#N,7.483094575842344,77.81,356.85700000000014,4.186300000000002,2,4,6,2,12,1,21,19,4,1,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NS(=O)(=O)N,7.839477205112082,114.17999999999999,354.8190000000001,1.8400199999999995,3,4,5,2,9,3,15,14,4,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC,7.360485576431701,51.22,290.75000000000006,3.233220000000001,1,3,4,2,8,1,15,15,2,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC3CC(=O)N3,9.026526337254674,80.32,345.7860000000001,2.449419999999999,2,4,5,2,12,2,16,17,3,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC3COC3,7.81582888918113,60.45,332.78700000000015,3.002220000000001,1,4,5,2,12,1,17,17,2,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3[nH]ccn3,7.00436480540245,79.89999999999999,356.8130000000001,3.526720000000001,2,4,6,3,9,1,17,18,4,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3[nH]ncn3,7.091432691817205,92.78999999999999,357.8010000000001,2.9217199999999997,2,5,6,3,9,1,16,17,5,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4ccccc4n(n3)C(=O)OC(C)(C)C,7.00436480540245,95.33999999999999,506.99000000000035,5.936520000000005,1,7,6,4,15,2,27,27,4,4,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)Cl,7.311839377581718,77.25,468.34000000000026,6.112020000000004,1,5,7,4,11,1,19,24,3,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)OC,7.860494524755307,86.48,463.9210000000003,5.467220000000004,1,6,8,4,12,1,22,25,3,4,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)OC(F)F,8.1311050660048,69.68,462.8800000000002,5.413620000000003,1,5,9,3,15,1,21,23,2,4,2
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)OCc4ccccc4F,7.00436480540245,60.45,490.9620000000003,6.521720000000005,1,4,9,4,13,1,24,28,2,3,1
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc(no3)C,7.615137179217594,90.14,372.8120000000002,3.4950400000000013,1,6,6,3,10,1,17,18,4,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nnc(o3)C4CCCCC4,7.875091918782722,90.14,440.9310000000004,5.234320000000004,1,6,7,3,16,1,25,23,4,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)S(=O)(=O)N,7.882992022626299,102.14999999999999,339.8040000000001,1.87202,2,4,4,2,8,3,14,14,3,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3[nH]ccn3,7.00436480540245,70.67,326.78700000000003,3.614720000000001,2,3,4,3,7,1,15,17,4,1,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3)C4(CCO4)C,7.816211769268475,51.22,406.91300000000024,5.527120000000005,1,3,5,3,13,1,23,24,2,2,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3)C4CC4(F)F,8.5479067797609,41.99,412.86700000000013,6.014220000000004,1,2,5,3,13,1,19,23,2,1,2
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3Cl)S(=O)(=O)C,7.708898217411159,76.13,449.3590000000002,4.948520000000004,1,4,5,3,10,3,18,21,2,3,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3ccc(cc3OC)C(=O)OC,7.921252318836003,77.52,424.88400000000024,4.686820000000004,1,5,6,3,12,2,21,23,2,4,0
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)c3cnn(c3C(F)F)C,7.795760136439952,59.81,390.8210000000001,4.562720000000003,1,4,5,3,11,1,17,19,4,1,2
Cc1ccncc1NC(=O)Cc2cc(cc(c2)OC3CC(=O)N3)C#N,8.063957778881955,104.10999999999999,336.35100000000006,1.6676999999999997,2,5,5,2,12,2,16,18,4,3,0
Cc1ccncc1NC(=O)Cc2cc(cnc2)Cl,7.00436480540245,54.88,261.712,2.6196200000000003,1,3,3,2,6,1,12,13,3,1,0
Cc1ccncc1NC(=O)Cc2ccc3c(c2)cn[nH]3,7.00436480540245,70.67,266.304,2.44752,2,3,3,3,5,1,14,15,4,1,0
Cc1ccncc1NC(=O)Cc2cccc(c2)Br,7.797430603543905,41.99,305.17499999999995,3.3337200000000013,1,2,3,2,6,1,13,14,2,1,0
Cc1ccncc1NC(=O)Cc2cccc(c2)C#N,7.358059610543538,65.78,251.289,2.4429000000000007,1,3,3,2,6,1,13,15,3,1,0
Cc1ccncc1NC(=O)Cc2cccc(c2)Cl,7.857136294212543,41.99,260.724,3.2246200000000016,1,2,3,2,6,1,13,14,2,1,0
Cc1ccncc1NC(=O)Cc2cccc(c2)I,7.160572900545203,41.99,352.17499999999995,3.1758200000000016,1,2,3,2,6,1,13,14,2,1,0
Cc1ccncc1NC(=O)Cc2cccc(c2)c3c[nH]nc3,7.00436480540245,70.67,292.342,2.9613200000000006,2,3,4,3,6,1,16,17,4,1,0
Cc1ccncc1NC(=O)Cn2ccc3c2cc(cc3)Cl,7.699661451765237,46.92,299.76099999999997,3.636820000000002,1,3,3,3,6,1,14,16,3,1,0
Cc1ccncc1NC(=O)N(C)c2cccc(c2)Cl,7.00436480540245,45.230000000000004,275.73900000000003,3.7117200000000024,1,2,2,2,7,1,14,14,3,1,0
Cc1ccncc1NC(=O)N(CCC2CCCCC2)c3cc(cc(c3)Cl)OC(C)C,7.00436480540245,54.46000000000001,429.9920000000001,6.8395200000000065,1,3,7,2,19,1,32,24,3,2,0
Cc1ccncc1NC(=O)Nc2cccc(c2)C#N,7.306895812751572,77.81,252.27700000000002,2.9057000000000004,2,3,2,2,6,1,12,14,4,1,0
Cc1ccncc1NC(=O)Nc2cccc(c2)Cl,7.340185849396493,54.02,261.712,3.6874200000000013,2,2,2,2,6,1,12,13,3,1,0
Cc1ccncc1NC(=O)[C@@H](C)OC(F)F,7.00436480540245,51.22,230.21399999999997,1.9562199999999998,1,3,4,1,9,1,12,10,2,2,2
Cc1ccncc1NC(=O)[C@@H]2CCOc3c2cc(cc3)Cl,7.00436480540245,51.22,302.76099999999997,3.5482200000000015,1,3,2,2,10,1,15,16,2,2,0
Cc1ccncc1NC(=O)[C@H]2CCOc3c2cc(cc3)Cl,8.195234821787913,51.22,302.76099999999997,3.5482200000000015,1,3,2,2,10,1,15,16,2,2,0
Cc1ccncc1OCCNC(=O)C(C)(C)c2cccc(c2)Cl,7.00436480540245,51.22,332.831,3.5162200000000015,1,3,6,2,11,1,21,18,2,2,0
Cc1ccnnc1NC(=O)Cc2cccc(c2)Cl,7.00436480540245,54.88,261.712,2.619620000000001,1,3,3,2,6,1,12,13,3,1,0
Cc1ccsc1/C=C/2\C(=O)OC(=N2)c3cccc(c3)OC,8.294891610785283,47.89,299.35100000000006,3.409620000000002,0,5,3,2,9,3,13,16,1,3,0
Cc1nc(cs1)CN2c3ccc(cc3C(=O)C2=O)Br,7.744142147175997,50.27,337.198,2.9435200000000012,0,4,2,2,8,2,9,13,2,2,0
Cn1c(=O)c-2nc(nn(c2nc1=O)C)c3ccc(cc3)C(F)(F)F,7.00436480540245,82.66999999999999,337.261,1.0595999999999994,0,7,1,1,8,2,10,14,5,2,3
Cn1c(=O)ccn(c1=O)CC(=O)NC(c2cccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,7.802115351363456,115.08999999999999,477.9080000000002,2.2448000000000006,2,7,6,4,10,4,20,24,5,4,0
Cn1c2c(cn1)c(=O)n(cn2)CC(=O)NC(c3cccc(c3)Cl)C(=O)Nc4cncc5c4cccc5,7.00436480540245,123.8,501.93400000000014,2.8278000000000008,2,8,6,5,10,3,20,25,7,3,0
Cn1c2ccccc2nc1C(c3cccc(c3)Cl)NC(=O)Cc4cc5ccccc5[nH]4,7.503635471570283,62.71,428.9230000000002,5.156300000000003,2,3,5,5,8,1,21,25,4,1,0
Cn1c2ccccc2nc1c3ccc(cc3)NC(=O)C4CCCCC(=O)N4,7.00436480540245,76.02,362.4330000000002,3.2376000000000005,2,4,3,3,12,2,22,21,4,2,0
Cn1cc(c2ccccc2c1=O)NC(=O)Cc3cccc(c3)Cl,7.00436480540245,51.1,326.783,3.3731000000000018,1,3,3,3,6,2,15,18,2,2,0
Cn1cc(c2ccccc2c1=O)NC(=O)N(Cc3ccco3)CC4CCCO4,7.00436480540245,76.71000000000001,381.4320000000002,3.3446000000000016,1,5,5,3,13,2,23,21,3,4,0
Cn1cc(c2ccccc2c1=O)NC(=O)N3CCN(CC3)C(=O)c4ccco4,7.00436480540245,87.79,380.4040000000001,2.1213999999999995,1,5,2,3,12,3,20,20,4,4,0
Cn1cc(c2ccccc2c1=O)NC(=O)NCCCN3CCc4ccccc4C3,7.00436480540245,66.37,390.4870000000002,3.1084000000000014,2,4,5,3,13,2,26,23,4,2,0
Cn1cc(c2ccccc2c1=O)NC(=O)NCCc3ccc(cc3)Cl,7.00436480540245,63.13,355.82500000000005,3.5561000000000016,2,3,4,3,8,2,18,19,3,2,0
Cn1cc(c2ccccc2c1=O)NC(=O)NCCc3ccsc3,7.00436480540245,63.13,327.409,2.964200000000001,2,4,4,3,7,2,17,17,3,2,0
Cn1cc(c2ccccc2c1=O)NC(=O)NCc3cc(ccc3OC)OC,7.00436480540245,81.59,367.4050000000001,2.8774000000000006,2,5,5,3,10,2,21,20,3,4,0
Cn1cc(c2ccccc2c1=O)NC(=O)NCc3ccccn3,7.00436480540245,76.02000000000001,308.34099999999995,2.2552000000000003,2,4,3,3,6,2,16,17,4,2,0
Cn1cc(c2ccccc2c1=O)NC(=O)Nc3ccc(c(c3)OC)OC,7.00436480540245,81.59,353.3780000000001,3.199700000000001,2,5,4,3,9,2,19,19,3,4,0
Cn1cc(c2ccccc2c1=O)NC(=O)Nc3ccc(cc3OC)OC,7.00436480540245,81.59,353.3780000000001,3.199700000000001,2,5,4,3,9,2,19,19,3,4,0
Cn1cc(cn1)CC(c2ccc(cc2)OC)C(=O)Nc3c[nH]c4c3cccc4,7.00436480540245,71.94,374.4440000000001,3.8750000000000018,2,4,6,4,9,1,22,22,4,2,0
Cn1cc(cn1)CN(c2ccc(cc2)N3CCCCC3)C(=O)Cn4c5ccccc5nn4,7.00436480540245,72.08000000000001,429.5280000000002,3.3885000000000023,0,7,6,4,14,1,27,24,7,1,0
Cn1cc(nc1)CN(c2ccc(cc2)OCc3ccccc3)C(=O)c4cnnn4c5ccccc5,7.00436480540245,78.07,464.52900000000017,4.426800000000004,0,7,8,5,10,1,24,27,6,2,0
Cn1ccc(n1)C(=O)NC[C@@H]2CCCO2,7.00436480540245,56.150000000000006,209.24899999999997,0.3288999999999995,1,4,3,1,10,1,15,10,3,2,0
Cn1ccc(n1)CN(c2ccc(cc2)c3ccccn3)C(=O)Cc4cccnc4,7.00436480540245,63.910000000000004,383.4550000000002,3.6530000000000022,0,5,6,4,8,1,21,23,5,1,0
Cn1cncc1NC(=O)Cc2cccc(c2)Cl,7.00436480540245,46.92,249.701,2.2546999999999997,1,3,3,2,6,1,12,12,3,1,0
[2H]C([2H])([2H])O[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,9.75929899967806,60.45,371.8383053340001,4.151100000000002,1,4,4,3,14,1,17,20,2,3,0
c1c(cc(cc1Cl)Cl)CN2CCN(CC2)C(=O)CCl,9.322879088914654,23.55,321.635,2.876400000000001,0,2,3,1,13,1,15,13,2,1,0
c1c(cc(cc1O)Cl)CN2CCN(CC2)C(=O)CCl,8.804397499038291,43.78,303.18899999999996,1.9286,1,3,3,1,13,1,16,13,2,2,0
c1c(cnc(n1)C#N)Br,7.00436480540245,49.57,183.99599999999998,1.11078,0,3,0,1,2,0,2,5,3,0,0
c1c(cnc(n1)C#N)Cl,7.00436480540245,49.57,139.54500000000002,1.00168,0,3,0,1,2,0,2,5,3,0,0
c1c(cnc(n1)C#N)F,7.00436480540245,49.57,123.09,0.48738,0,3,0,1,2,0,2,5,3,0,1
c1c2c(c(n[nH]2)N)c(nc1O)O,7.00436480540245,108.05000000000001,166.14000000000001,-0.0487000000000003,4,5,0,2,3,0,6,6,4,2,0
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCl)F,8.58116632979757,57.690000000000005,338.763,1.0365000000000002,0,3,3,1,13,3,13,12,2,3,2
c1cc(c(cc1Br)Cl)NC(=O)Cn2cnc(n2)C#N,8.542259475397206,83.6,340.56800000000004,2.2043799999999987,1,5,3,2,7,1,7,11,5,1,0
c1cc(c(cc1Cl)CN2CCN(CC2)C(=O)CCl)CNC(=O)N3CCOCC3,8.255573549671789,65.12,429.3480000000002,1.7648,1,4,5,1,22,2,26,19,4,3,0
c1cc(c(cc1Cl)CN2CCN(CC2)C(=O)CCl)CNC(=O)[C@@H]3CCCOC3,7.696096638678481,61.879999999999995,428.3600000000002,2.2658000000000005,1,4,6,1,22,2,27,20,3,3,0
c1cc(c(cc1O)CN2CCN(CC2)C(=O)CCl)O,8.032304621079733,64.01,284.74299999999994,0.9807999999999997,2,4,3,1,13,1,17,13,2,3,0
c1cc(c(cc1c2nc[nH]n2)F)NC(=O)C3CCCCC(=O)N3,7.00436480540245,99.77000000000001,317.32400000000007,1.6080999999999996,3,4,3,2,12,2,16,15,5,2,1
c1cc(c2cc[nH]c2c1)C(=O)Oc3cc(cnc3)Cl,10.25394396226882,54.980000000000004,272.691,3.435500000000001,1,3,2,3,4,1,9,14,2,2,0
c1cc(cc(c1)C#N)CN2CCN(CC2)C(=O)CCl,7.911997702989911,47.34,277.7549999999999,1.4412800000000001,0,3,3,1,12,1,16,14,3,1,0
c1cc(cc(c1)C#N)CN2c3c(cccc3Br)C(=O)C2=O,10.769216066691143,61.17,341.1640000000001,3.0502800000000008,0,3,2,2,8,2,9,16,2,2,0
c1cc(cc(c1)C(=O)N2CCC(CC2)C3CCNC3)CN4CCCC4=O,7.00436480540245,52.650000000000006,355.48200000000014,2.2706999999999997,1,3,4,1,21,2,29,21,3,2,0
c1cc(cc(c1)CN2CCN(CC2)C(=O)CCl)CNC(=O)N3CCOCC3,7.298280764608207,65.12,394.9030000000002,1.1114000000000006,1,4,5,1,21,2,27,19,4,3,0
c1cc(cc(c1)Cl)CC(=O)N2CCCc3c2cncc3N,7.265788713005075,59.22,301.777,2.8391,1,3,2,2,10,1,16,16,3,1,0
c1cc(cc(c1)Cl)CC(=O)NC2CC(=O)NC2,7.00436480540245,58.2,252.701,0.8871999999999997,2,2,3,1,10,2,13,12,2,2,0
c1cc(cc(c1)Cl)CC(=O)NC2CC(=O)NC2=O,7.00436480540245,75.27000000000001,266.684,0.4137999999999996,2,3,3,1,10,3,11,12,2,3,0
c1cc(cc(c1)Cl)CC(=O)NC2CCCNC2=O,7.00436480540245,58.2,266.728,1.2772999999999994,2,2,3,1,11,2,15,13,2,2,0
c1cc(cc(c1)Cl)CC(=O)N[C@H]2CCNC2=O,7.00436480540245,58.2,252.701,0.8871999999999995,2,2,3,1,10,2,13,12,2,2,0
